online_order,book_table,rate,votes,rest_type,cuisines,cost,city
1,1,4.1,775,20,1386,800,1
1,0,4.1,787,20,594,800,1
1,0,3.8,918,16,484,800,1
0,0,3.7,88,62,1587,300,1
0,0,3.8,166,20,1406,600,1
1,0,3.8,286,20,1156,600,1
1,1,4.6,2556,22,1468,600,1
1,0,4.0,324,13,462,700,1
1,0,4.2,504,13,485,550,1
1,0,4.1,402,13,332,500,1
1,1,4.2,150,13,462,600,1
1,1,4.2,164,13,380,500,1
0,0,4.0,424,13,383,450,1
1,0,3.8,918,16,484,800,1
1,0,3.8,90,13,332,650,1
1,0,3.9,133,13,441,800,1
1,0,3.8,144,13,533,700,1
0,0,3.9,93,13,456,300,1
1,0,3.0,62,13,444,400,1
1,0,3.7,180,13,496,500,1
1,0,3.6,62,65,985,600,1
0,0,3.8,148,22,1194,550,1
1,0,4.0,219,13,455,600,1
1,0,2.8,506,62,1332,500,1
1,0,3.9,172,29,1465,750,1
1,0,4.2,415,62,1190,500,1
1,0,3.9,230,29,235,650,1
1,0,4.2,1647,20,609,600,1
1,0,4.4,4884,20,1402,750,1
1,0,3.8,133,62,1636,200,1
1,0,3.9,286,62,322,500,1
1,0,3.9,540,62,1474,800,1
1,1,4.6,2556,22,1468,600,1
0,0,3.8,36,29,1314,400,1
1,0,3.6,244,62,1196,300,1
1,0,4.0,804,20,1218,450,1
1,0,3.7,679,20,604,850,1
1,0,3.1,245,62,1257,300,1
0,0,4.3,345,30,956,400,1
1,0,4.0,618,20,288,750,1
0,0,4.0,1047,62,980,450,1
1,0,3.9,627,29,923,450,1
1,1,4.2,354,20,151,800,1
0,0,4.2,244,20,1000,800,1
1,1,3.6,163,20,915,800,1
0,1,4.0,808,20,1196,850,1
1,0,4.1,1720,62,1355,400,1
0,0,4.1,868,57,704,1200,1
0,0,4.1,520,62,248,300,1
0,0,3.6,299,62,868,300,1
1,0,4.1,558,62,1547,150,1
0,0,3.8,39,62,1563,350,1
1,0,4.2,146,9,215,400,1
1,0,4.4,4401,20,286,600,1
0,0,2.6,283,20,1156,600,1
0,0,3.3,62,4,1589,800,1
0,0,3.7,65,62,873,300,1
1,0,3.8,71,30,959,400,1
0,0,3.5,52,62,1547,300,1
0,0,3.7,130,62,1547,200,1
0,0,3.8,45,72,175,400,1
1,0,4.1,201,62,1597,300,1
1,0,4.0,771,20,1589,450,1
0,0,3.0,98,4,1196,800,1
1,1,4.1,175,20,1591,500,1
1,0,3.8,540,20,1353,650,1
1,0,3.8,124,62,584,400,1
1,0,4.1,340,72,1392,500,1
1,0,3.8,505,62,322,450,1
1,0,4.1,438,30,791,500,1
1,0,3.7,264,20,1212,750,1
1,0,3.7,97,62,1386,350,1
1,0,3.6,195,20,597,800,1
1,0,4.6,228,13,359,400,1
1,1,4.1,364,20,1665,1200,1
1,0,3.7,107,9,221,150,1
1,0,3.2,167,62,1594,300,1
1,0,4.2,64,62,1510,500,1
1,0,3.0,290,62,1215,450,1
1,0,4.1,233,62,1628,200,1
1,0,3.8,115,62,863,250,1
1,1,3.9,291,13,368,650,1
1,0,4.5,155,9,228,300,1
1,0,4.1,305,20,965,700,1
1,0,3.9,38,30,949,150,1
1,0,3.9,441,62,1592,400,1
1,0,4.3,630,62,1454,200,1
1,0,3.9,160,62,84,300,1
1,0,4.2,287,62,1156,350,1
1,0,4.1,402,13,332,500,1
1,0,3.8,469,20,1208,750,1
1,0,3.3,511,20,166,550,1
1,0,3.9,264,62,1547,200,1
1,0,3.0,62,13,444,400,1
1,0,3.8,693,20,1474,750,1
1,0,3.8,242,20,1089,650,1
1,0,4.1,163,62,684,500,1
1,0,4.2,191,62,1636,250,1
1,0,3.5,32,62,1486,150,1
1,0,2.5,247,20,1156,500,1
1,1,4.1,2339,20,1206,1500,1
1,0,4.1,337,62,547,300,1
1,0,3.9,135,20,1222,800,1
1,0,3.6,172,20,1196,700,1
1,0,3.6,105,20,1678,700,1
1,0,4.2,504,13,485,550,1
1,1,4.3,1129,20,1009,1300,1
1,0,4.3,860,30,789,500,1
1,0,3.8,412,20,77,700,1
1,1,3.9,142,20,1093,1000,1
1,0,3.6,143,20,1554,750,1
1,0,4.4,181,9,231,250,1
1,0,3.8,70,62,1451,200,1
1,0,3.8,164,62,1476,600,1
1,0,3.6,58,62,366,650,1
0,0,3.8,148,22,1194,550,1
0,0,3.9,206,62,1585,450,1
0,0,3.7,217,20,1281,450,1
0,0,3.8,148,62,873,150,1
1,0,2.9,177,20,1211,700,1
1,0,3.7,136,62,1507,600,1
1,0,4.1,185,62,1022,200,1
1,0,3.8,155,20,1597,400,1
1,0,3.8,42,62,1589,300,1
1,0,3.8,286,20,1156,600,1
1,0,3.8,160,20,1196,700,1
1,0,3.8,59,20,1196,750,1
1,0,4.0,89,62,1551,200,1
1,0,3.9,40,20,1280,600,1
1,0,2.5,35,62,817,200,1
1,0,3.6,62,65,985,600,1
1,0,4.1,139,20,1277,550,1
1,0,3.7,237,62,1571,200,1
1,0,3.9,388,20,299,650,1
1,0,3.9,128,20,1568,500,1
1,1,4.1,1875,20,1159,1200,1
1,0,3.8,90,13,332,650,1
1,0,4.2,179,29,1465,600,1
1,0,4.3,275,62,1547,100,1
1,0,3.7,323,20,609,850,1
1,0,4.3,322,20,1547,400,1
1,0,2.6,157,13,346,450,1
1,0,3.9,543,62,1571,300,1
1,0,3.7,180,13,496,500,1
1,0,4.2,444,62,1547,100,1
1,0,3.9,134,62,1647,400,1
1,0,3.8,577,20,1421,900,1
1,0,3.9,144,20,1268,550,1
1,0,4.1,787,20,594,800,1
1,0,3.6,84,62,1589,250,1
1,1,4.0,349,20,1519,1200,1
1,0,3.7,248,62,1327,400,1
1,0,4.1,216,13,391,500,1
1,0,4.0,324,13,462,700,1
1,0,2.6,231,62,1270,400,1
1,0,3.4,102,20,1591,400,1
1,0,3.9,133,13,441,800,1
1,0,2.8,45,20,1483,800,1
1,0,3.8,75,62,836,200,1
1,0,4.0,53,29,1113,600,1
1,1,4.2,815,20,1196,900,1
1,1,4.0,633,20,1196,800,1
1,0,3.5,56,30,958,400,1
1,0,3.9,70,30,846,400,1
1,0,3.9,91,13,439,300,1
1,0,3.8,77,13,401,650,1
1,0,3.8,210,20,1235,600,1
1,0,4.1,130,13,473,650,1
1,0,4.1,30,9,231,100,1
1,0,3.8,144,13,533,700,1
1,0,3.7,133,20,607,700,1
1,0,4.0,136,62,1571,350,1
1,0,3.8,74,62,1589,300,1
1,0,3.7,54,13,359,600,1
1,0,3.4,58,13,436,400,1
1,0,3.6,129,20,1091,600,1
1,0,3.5,41,44,1475,400,1
1,0,4.1,176,20,68,800,1
1,0,3.7,47,66,844,400,1
1,1,3.7,36,20,586,650,1
1,0,3.9,101,62,1547,150,1
1,1,4.1,442,60,692,1200,1
1,0,3.8,53,62,953,250,1
1,0,4.0,232,62,1561,400,1
1,0,3.9,221,20,521,700,1
1,1,4.1,1063,21,987,1200,1
1,0,3.7,93,62,1628,200,1
1,0,3.9,233,20,1007,800,1
1,0,3.9,211,20,840,500,1
1,0,4.0,1778,62,1444,200,1
1,0,3.6,218,20,1277,800,1
1,0,3.7,514,13,458,600,1
1,1,4.0,866,20,1296,900,1
1,0,3.2,96,62,1156,400,1
1,0,3.5,80,62,1670,250,1
1,0,4.0,73,0,194,300,1
1,0,3.9,84,69,1121,400,1
1,0,3.5,88,62,1592,350,1
1,0,3.5,179,20,1208,600,1
1,0,3.8,61,62,1021,100,1
1,0,3.7,128,20,1220,450,1
1,0,3.8,339,62,1589,400,1
1,0,4.1,449,62,1628,100,1
1,0,4.1,210,32,210,150,1
1,0,3.0,213,62,1428,400,1
1,0,3.2,208,12,1652,250,1
1,0,3.8,70,62,1547,100,1
1,0,4.0,219,13,455,600,1
1,0,3.7,59,62,1451,200,1
1,0,3.7,124,20,292,750,1
1,1,4.1,775,20,1386,800,1
1,1,4.2,2022,20,1416,1000,1
1,1,4.2,150,13,462,600,1
1,0,4.0,232,20,1196,750,1
1,1,3.5,431,20,1156,800,1
1,1,4.2,2115,20,1481,800,1
1,0,4.2,150,20,1156,800,1
1,0,3.8,155,20,1597,450,1
1,1,4.1,666,21,50,1000,1
1,0,3.9,240,13,332,700,1
1,0,3.8,918,16,484,800,1
1,0,4.0,465,20,1597,600,1
1,1,4.1,970,54,1313,1500,1
1,0,3.3,128,62,1196,300,1
1,0,3.6,241,62,1196,300,1
1,0,4.3,734,62,1597,200,1
1,0,3.8,130,62,1181,400,1
1,0,4.2,261,13,389,700,1
1,0,4.0,191,62,1598,300,1
1,0,4.1,364,20,1566,550,1
1,0,3.9,888,20,1434,750,1
1,0,3.9,750,20,1277,500,1
1,1,4.2,164,13,380,500,1
1,0,3.8,527,20,1156,500,1
0,0,4.3,345,30,956,400,1
0,0,4.4,356,69,1116,150,1
1,0,3.9,38,30,949,150,1
1,0,3.9,116,30,959,400,1
1,0,3.8,918,16,484,800,1
1,0,3.8,144,13,533,700,1
1,0,4.3,860,30,789,500,1
0,0,3.8,45,72,175,400,1
1,0,3.9,70,30,846,400,1
0,0,4.0,98,70,1123,400,1
1,0,4.0,219,13,455,600,1
1,0,4.0,73,0,194,300,1
1,0,2.7,97,20,1597,400,1
1,0,3.9,888,20,1434,750,1
1,1,4.0,349,20,1519,1200,1
1,0,4.2,287,62,1156,350,1
1,1,4.6,2556,22,1468,600,1
1,1,4.2,354,20,151,800,1
1,1,4.1,775,20,1386,800,1
1,1,4.2,2115,20,1481,800,1
0,1,3.8,977,46,878,1300,1
0,0,4.1,868,57,704,1200,1
1,0,4.0,324,13,462,700,1
1,0,4.1,787,20,594,800,1
1,0,4.2,504,13,485,550,1
1,0,4.1,402,13,332,500,1
1,1,4.2,150,13,462,600,1
1,1,4.2,164,13,380,500,1
0,0,4.2,244,20,1000,800,1
1,0,4.0,771,20,1589,450,1
1,0,4.2,1647,20,609,600,1
0,1,4.0,808,20,1196,850,1
0,0,4.0,424,13,383,450,1
1,0,3.9,135,20,1222,800,1
1,0,3.8,918,16,484,800,1
1,0,3.8,90,13,332,650,1
1,0,3.9,519,20,561,900,1
1,0,3.6,105,20,1678,700,1
1,0,3.9,133,13,441,800,1
1,0,3.8,144,13,533,700,1
0,0,3.9,93,13,456,300,1
1,0,3.8,42,62,1589,300,1
1,0,2.5,247,20,1156,500,1
1,0,3.0,62,13,444,400,1
1,0,3.8,160,20,1196,700,1
1,0,3.6,129,20,1091,600,1
0,0,3.3,62,4,1589,800,1
0,0,2.6,283,20,1156,600,1
1,0,3.8,59,20,1196,750,1
1,0,3.5,179,20,1208,600,1
0,0,3.8,62,62,1561,150,1
0,0,3.0,98,4,1196,800,1
0,0,2.7,128,20,604,850,1
1,0,2.8,45,20,1483,800,1
1,0,3.5,41,44,1475,400,1
1,0,3.7,405,20,1474,750,1
1,0,3.9,388,20,299,650,1
0,0,4.7,651,62,1547,100,1
1,0,4.3,734,62,1597,200,1
0,0,4.0,1047,62,980,450,1
1,0,3.8,505,62,322,450,1
1,0,3.9,264,62,1547,200,1
1,0,3.9,286,62,322,500,1
0,0,4.4,343,62,1547,100,1
0,0,3.8,70,62,821,500,1
1,0,3.8,70,62,1547,100,1
1,0,3.7,237,62,1571,200,1
1,0,4.1,201,62,1597,300,1
1,0,2.8,506,62,1332,500,1
0,0,4.1,520,62,248,300,1
0,0,3.7,88,62,1587,300,1
1,0,3.7,136,62,1507,600,1
0,0,3.9,88,62,1547,250,1
0,0,3.8,189,62,1547,300,1
0,0,3.8,39,62,1563,350,1
1,0,3.9,540,62,1474,800,1
0,0,3.6,71,62,1416,250,1
1,0,3.5,88,62,1592,350,1
1,0,3.0,87,62,1476,600,1
1,0,4.2,415,62,1190,500,1
1,0,3.3,128,62,1196,300,1
0,0,4.1,94,62,1547,100,1
0,0,3.7,65,62,873,300,1
0,0,3.5,52,62,1547,300,1
1,0,3.0,290,62,1215,450,1
1,0,3.7,59,62,1451,200,1
0,0,3.7,130,62,1547,200,1
1,0,3.5,80,62,1670,250,1
1,0,3.9,441,62,1592,400,1
1,0,3.6,84,62,1589,250,1
0,0,4.0,42,62,1615,300,1
1,0,3.0,213,62,1428,400,1
0,0,4.2,725,62,1552,350,1
1,0,3.9,750,20,1277,500,1
0,0,3.8,166,20,1406,600,1
0,0,4.4,4460,62,1547,150,1
0,0,3.9,153,20,1547,350,1
1,0,3.8,469,20,1208,750,1
1,0,4.1,364,20,1566,550,1
1,0,3.8,286,20,1156,600,1
1,0,3.8,527,20,1156,500,1
1,0,3.9,101,62,1547,150,1
1,0,4.1,558,62,1547,150,1
0,0,3.8,148,22,1194,550,1
0,0,2.7,377,57,1292,1100,1
0,0,3.9,206,62,1585,450,1
0,0,3.9,100,62,1589,300,1
1,0,4.2,444,62,1547,100,1
0,0,3.9,133,20,979,650,1
1,0,4.0,219,13,455,600,1
0,0,4.2,253,62,1547,250,1
0,0,3.7,61,20,310,600,1
1,0,3.8,155,20,1575,400,1
1,0,3.9,233,20,1007,800,1
1,0,3.7,264,20,1212,750,1
0,0,4.1,238,62,1547,600,1
1,0,4.1,176,20,68,800,1
1,0,3.7,93,62,1628,200,1
0,0,3.8,124,62,1574,300,1
1,0,4.3,275,62,1547,100,1
0,0,4.2,254,62,1547,150,1
0,0,4.1,177,62,1547,100,1
1,0,4.0,132,62,817,200,1
1,0,3.8,74,62,1589,300,1
1,0,3.6,172,20,1196,700,1
1,0,3.9,543,62,1571,300,1
0,0,4.0,52,62,1547,300,1
0,0,3.7,217,20,1281,450,1
0,0,3.9,111,20,1258,700,1
1,0,3.8,133,62,1636,200,1
0,0,3.8,39,62,1587,250,1
0,0,4.0,64,62,1547,200,1
0,0,3.8,148,62,873,150,1
0,0,3.8,55,44,595,300,1
0,1,3.8,977,46,878,1300,1
0,0,4.1,868,57,704,1200,1
0,0,3.3,62,4,1589,800,1
0,0,3.0,98,4,1196,800,1
0,0,2.7,377,57,1292,1100,1
1,1,4.4,2487,57,1343,900,2
1,1,4.2,1964,20,87,1000,2
1,0,4.3,3178,20,1402,750,2
1,0,3.3,455,20,50,550,2
0,1,4.7,3845,20,1325,1600,2
0,0,4.3,353,20,1416,1200,2
0,1,4.1,1234,20,1423,800,2
1,1,4.1,1538,20,165,1000,2
1,1,3.8,756,20,1156,1000,2
1,1,4.0,347,20,1295,1000,2
0,1,4.0,165,20,1592,1000,2
0,0,3.3,177,20,1222,950,2
1,0,3.0,102,20,1589,600,2
0,1,4.0,200,13,383,700,2
1,0,3.9,102,13,352,450,2
1,0,3.7,171,13,332,300,2
1,0,3.7,37,13,359,400,2
1,0,3.9,40,41,442,400,2
0,0,3.9,125,13,446,500,2
1,0,3.9,49,13,332,600,2
0,0,3.8,69,14,350,700,2
0,0,3.9,78,13,332,350,2
1,0,2.7,48,65,549,650,2
1,0,4.1,46,13,502,600,2
0,0,4.0,129,13,383,600,2
1,1,3.9,727,13,416,800,2
0,0,4.1,521,13,404,550,2
1,0,4.1,203,65,366,650,2
1,1,4.4,4381,22,1468,600,2
1,0,3.7,131,13,504,400,2
1,0,3.7,46,13,318,450,2
0,0,3.4,48,13,436,550,2
1,0,3.7,127,13,467,700,2
1,0,2.7,85,13,496,500,2
1,0,4.5,1178,29,930,500,2
1,0,3.7,335,20,65,800,2
1,0,3.8,254,20,282,800,2
1,0,4.1,63,72,869,300,2
1,0,4.0,244,62,202,400,2
1,0,2.9,255,62,1156,250,2
1,0,4.5,549,30,773,400,2
1,0,4.1,775,62,1597,300,2
1,0,3.6,208,72,285,300,2
1,0,4.1,739,29,565,500,2
1,0,3.8,310,62,1156,400,2
1,0,4.0,126,62,1156,150,2
1,0,4.1,427,72,1392,500,2
1,0,4.0,197,62,1156,300,2
1,0,4.1,601,62,1477,700,2
1,0,3.9,488,72,273,400,2
1,0,4.0,396,62,1589,400,2
1,0,3.6,474,62,1235,450,2
1,0,2.9,172,62,1196,300,2
1,0,3.1,175,62,42,250,2
1,0,4.0,939,20,558,600,2
1,0,3.9,173,62,1461,250,2
1,0,3.9,77,62,1156,400,2
1,0,3.9,326,13,1195,200,2
1,0,3.3,212,62,236,350,2
1,0,4.1,464,62,1179,300,2
1,0,3.3,628,29,923,450,2
1,0,3.6,518,20,1589,400,2
1,0,3.9,70,30,767,350,2
1,0,3.9,62,62,324,300,2
1,0,4.4,819,30,956,400,2
1,1,4.2,1964,20,87,1000,2
1,0,4.0,138,29,235,650,2
1,0,3.3,455,20,50,550,2
1,0,3.8,181,41,1181,600,2
1,0,3.6,43,62,311,300,2
1,0,2.7,159,62,1465,750,2
1,0,3.2,166,62,1507,600,2
1,0,3.7,128,72,282,400,2
1,0,2.9,126,62,565,300,2
1,0,4.0,952,62,1355,400,2
1,0,3.8,472,62,323,600,2
1,1,4.0,739,20,296,800,2
1,0,3.9,255,20,50,500,2
1,0,4.0,1974,20,294,800,2
1,1,4.2,1428,20,64,800,2
1,0,4.0,332,62,1589,300,2
1,1,4.0,199,62,1476,700,2
1,0,3.9,437,62,322,400,2
1,0,3.8,207,20,237,700,2
1,1,4.4,4381,22,1468,600,2
1,0,3.8,55,62,1589,300,2
1,0,4.0,597,62,1156,400,2
1,0,3.0,102,20,1589,600,2
1,0,3.9,189,62,256,300,2
1,0,3.7,131,13,504,400,2
1,0,4.2,373,20,266,750,2
1,0,3.9,435,20,197,650,2
1,0,4.1,292,20,250,700,2
1,0,3.6,137,62,84,300,2
1,0,3.2,133,20,1209,500,2
1,0,3.9,37,72,1518,250,2
1,0,3.7,170,62,862,200,2
1,0,3.6,794,20,286,550,2
1,0,4.6,404,20,0,1000,2
1,1,3.9,561,20,1156,900,2
1,1,3.9,486,13,710,700,2
1,0,3.9,320,20,1196,650,2
1,0,4.1,237,30,791,500,2
1,1,3.9,1227,20,116,900,2
1,0,4.0,95,29,1113,600,2
1,1,4.1,1538,20,165,1000,2
1,0,3.7,110,20,43,800,2
1,0,4.1,381,62,84,250,2
1,0,3.9,251,29,1190,500,2
1,0,3.0,353,62,1285,400,2
1,0,4.0,205,29,1181,450,2
1,0,3.9,183,62,868,250,2
1,0,3.9,99,30,956,400,2
1,0,4.1,260,62,1156,300,2
1,0,3.9,355,62,1196,400,2
1,0,4.1,83,62,856,400,2
1,0,2.5,321,62,1241,400,2
1,0,3.9,362,20,1156,600,2
1,1,4.2,2166,60,10,1200,2
1,0,4.0,182,69,1121,400,2
1,1,3.8,500,20,1437,1000,2
1,0,4.0,532,20,610,800,2
1,1,3.5,551,20,1236,600,2
1,0,4.2,421,20,604,700,2
1,0,3.7,662,20,201,650,2
1,0,3.8,54,62,300,500,2
1,0,4.1,92,62,537,300,2
1,0,3.7,36,29,282,600,2
1,0,4.2,2350,20,1156,800,2
1,0,3.9,49,13,332,600,2
1,0,3.7,184,62,858,400,2
1,1,3.6,225,20,286,700,2
1,0,4.0,35,32,775,300,2
1,0,4.0,869,29,250,500,2
1,0,4.0,153,62,1637,200,2
1,0,3.7,139,62,1268,400,2
1,0,3.7,181,29,282,500,2
1,0,3.9,669,20,1156,500,2
1,0,3.7,168,62,1110,600,2
1,0,3.8,170,62,1256,250,2
1,0,4.0,112,62,1649,200,2
1,0,3.8,58,62,203,300,2
1,0,4.0,167,62,1589,400,2
1,0,3.9,85,62,1490,300,2
1,0,2.6,473,62,1002,600,2
1,0,3.7,217,20,1423,500,2
1,0,3.6,192,29,917,450,2
1,1,4.2,611,21,141,1500,2
1,0,4.0,166,29,1465,750,2
1,0,4.1,46,13,502,600,2
1,1,4.4,2233,21,744,1200,2
1,0,4.0,107,62,1156,300,2
1,0,4.2,306,29,1045,600,2
1,1,3.8,756,20,1156,1000,2
1,1,4.4,4309,52,625,1600,2
1,0,4.0,212,62,1156,400,2
1,0,2.9,153,62,197,600,2
1,0,4.0,827,20,1490,500,2
1,0,4.0,256,62,322,500,2
1,0,3.9,40,41,442,400,2
1,0,3.9,73,72,1578,400,2
1,0,4.2,169,13,361,600,2
1,0,4.1,586,20,558,700,2
1,0,3.5,221,70,1119,400,2
1,0,3.5,177,62,203,500,2
1,0,3.9,347,20,609,600,2
1,0,3.0,347,62,1474,800,2
1,0,3.9,385,62,1476,600,2
1,0,4.0,1305,20,625,750,2
1,0,3.0,122,20,609,500,2
1,0,4.3,539,62,617,300,2
1,1,3.9,681,20,1274,800,2
1,0,3.8,106,29,306,350,2
1,1,4.1,1025,20,1156,1000,2
1,0,3.6,132,12,1652,250,2
1,0,4.2,289,62,6,400,2
1,0,3.9,407,20,1196,500,2
1,0,3.9,201,62,1196,250,2
1,0,3.7,37,13,359,400,2
1,0,4.1,203,65,366,650,2
1,0,3.1,320,20,1384,600,2
1,1,3.8,257,20,73,800,2
1,0,3.8,46,62,1465,450,2
1,0,3.9,102,13,352,450,2
1,1,4.2,237,22,349,600,2
1,0,3.7,108,62,1084,600,2
1,0,3.9,34,20,1091,750,2
1,0,3.2,144,62,1218,350,2
1,1,4.2,1028,21,614,1100,2
1,0,3.8,84,29,38,600,2
1,0,4.0,181,20,1214,550,2
1,0,4.0,128,30,949,230,2
1,0,3.8,171,62,1156,250,2
1,0,3.9,200,62,1087,400,2
1,0,3.0,114,20,521,1000,2
1,0,3.8,146,20,521,600,2
1,0,4.2,248,32,210,500,2
1,1,4.1,583,21,688,1200,2
1,0,3.7,42,62,1196,500,2
1,0,3.7,171,13,332,300,2
1,0,3.7,79,62,826,500,2
1,0,3.7,46,13,318,450,2
0,0,4.2,1278,20,43,800,2
1,0,3.4,276,66,1455,250,2
1,0,3.1,64,20,1554,750,2
1,0,4.0,69,30,773,300,2
1,0,3.7,288,62,1196,500,2
1,0,4.3,676,45,772,500,2
1,0,4.1,140,62,1547,100,2
1,0,4.0,65,9,217,600,2
1,1,4.1,448,20,695,700,2
1,0,4.0,203,14,350,500,2
1,0,3.1,166,62,1219,600,2
1,1,4.1,1320,20,1222,1200,2
1,0,4.0,116,20,604,400,2
1,0,4.4,288,12,217,400,2
1,0,2.7,85,13,496,500,2
1,0,3.9,124,62,1196,400,2
1,0,3.6,323,41,1476,800,2
1,0,3.7,51,62,1156,300,2
1,0,4.2,229,20,1296,1000,2
1,0,2.8,102,62,1196,350,2
1,0,4.0,76,62,1023,150,2
1,0,3.9,42,30,817,250,2
1,0,3.9,239,30,789,500,2
1,0,3.7,55,62,1620,200,2
1,0,3.9,178,30,767,400,2
1,0,3.4,224,62,1059,400,2
1,0,3.9,199,62,1451,300,2
1,1,4.0,1010,58,882,1300,2
1,1,3.8,72,62,1496,400,2
0,1,4.1,1000,21,50,800,2
1,0,3.8,613,13,472,600,2
1,0,2.9,42,62,1432,250,2
1,0,3.7,194,62,1156,400,2
0,0,4.3,423,30,956,150,2
1,0,3.7,158,20,251,700,2
1,1,4.1,1403,26,1296,1100,2
1,0,3.9,153,41,427,400,2
1,1,2.9,90,20,1449,800,2
1,0,3.1,140,20,1182,600,2
1,0,4.1,463,13,344,500,2
1,0,4.2,384,72,1465,600,2
0,0,4.0,177,62,1112,400,2
1,0,3.6,70,62,1248,350,2
1,1,4.0,790,20,696,1300,2
1,0,3.9,92,62,1602,300,2
0,0,4.1,131,69,1121,400,2
1,0,3.8,89,30,957,400,2
1,0,3.0,57,62,1329,400,2
1,0,3.8,92,41,674,1100,2
1,0,3.0,57,20,604,650,2
1,0,4.3,133,29,181,300,2
0,0,4.0,164,0,769,250,2
1,0,3.9,161,29,1209,500,2
1,0,4.0,308,13,388,750,2
1,0,2.6,208,20,602,650,2
1,0,3.4,116,20,1423,400,2
1,0,2.7,48,65,549,650,2
1,0,3.7,127,13,467,700,2
1,1,3.9,727,13,416,800,2
0,0,3.9,125,13,446,500,2
1,0,2.6,170,20,978,600,2
0,0,3.8,89,20,1196,550,2
1,0,4.0,507,19,460,1000,2
1,0,3.8,254,20,521,550,2
1,0,2.8,334,20,1196,500,2
0,0,3.8,69,14,350,700,2
1,1,4.1,842,21,1546,1100,2
1,0,4.0,88,0,181,500,2
1,0,3.5,283,62,206,350,2
1,1,4.1,293,20,938,500,2
0,0,2.9,106,20,1196,450,2
1,0,3.0,61,13,332,650,2
0,0,2.8,80,20,46,650,2
1,1,4.0,347,20,1295,1000,2
1,0,3.4,186,20,1598,450,2
0,0,4.0,93,72,181,800,2
0,0,2.4,183,29,1156,450,2
0,0,2.9,85,62,1615,250,2
0,0,3.4,66,20,590,800,2
0,0,2.9,58,62,203,250,2
0,0,3.6,162,20,1196,500,2
0,0,2.7,67,41,1451,300,2
0,0,2.2,90,20,1196,750,2
0,0,2.4,96,20,1292,500,2
1,0,4.0,101,20,1079,500,2
1,1,3.8,560,20,1156,800,2
1,0,3.7,243,20,286,450,2
1,0,3.2,148,62,1547,250,2
0,0,2.3,291,20,1600,250,2
1,1,3.9,1337,46,7,1700,2
0,0,4.0,65,30,956,200,2
1,0,3.6,43,20,583,600,2
1,0,3.7,46,20,1156,400,2
1,0,3.7,46,30,960,150,2
1,0,3.7,117,62,1156,150,2
1,1,4.4,2487,57,1343,900,2
1,0,3.2,66,20,1196,600,2
0,1,4.1,1187,26,979,1200,2
0,0,4.3,353,20,1416,1200,2
0,1,4.2,1212,20,1490,1200,2
1,0,3.7,115,20,565,550,2
1,0,4.1,952,20,1614,400,2
0,0,3.8,915,20,1156,600,2
1,0,3.7,135,20,1196,500,2
0,1,4.1,466,20,1064,700,2
0,0,3.8,115,62,1209,350,2
0,0,3.9,61,72,1052,400,2
0,0,3.9,86,30,949,250,2
0,0,4.0,193,20,1555,500,2
0,0,3.8,82,47,1472,1000,2
0,0,3.9,115,62,1547,200,2
0,0,3.7,28,20,1196,500,2
0,0,3.2,63,3,191,600,2
0,0,3.1,44,29,1196,500,2
0,0,3.5,65,20,1420,750,2
0,0,2.7,76,62,1196,500,2
0,0,2.6,75,62,1438,400,2
0,0,3.0,55,20,65,800,2
0,0,3.7,48,20,1335,800,2
0,0,2.9,39,72,857,500,2
1,0,3.9,193,20,1589,400,2
1,0,3.9,63,62,1487,200,2
1,0,3.8,186,13,339,500,2
1,0,3.3,28,72,282,400,2
0,0,4.3,423,30,956,150,2
0,0,4.0,102,0,175,400,2
0,0,4.1,131,69,1121,400,2
0,0,4.0,164,0,769,250,2
1,0,3.9,102,13,352,450,2
1,0,3.9,70,30,767,350,2
1,0,3.9,188,30,959,400,2
0,0,3.8,46,35,961,300,2
1,0,4.4,677,45,772,500,2
1,0,3.9,40,41,442,400,2
1,0,3.9,99,30,956,400,2
0,0,4.0,93,72,181,800,2
0,0,3.8,69,14,350,700,2
1,0,4.1,41,29,181,500,2
0,0,4.0,65,30,956,200,2
1,1,4.1,448,20,695,700,2
1,0,4.1,46,13,502,600,2
1,0,4.3,132,29,181,300,2
1,0,4.1,237,30,791,500,2
1,0,3.9,239,30,789,500,2
0,0,4.1,521,13,404,550,2
0,0,4.0,319,30,773,500,2
1,0,3.8,89,30,957,400,2
0,0,3.2,63,3,191,600,2
0,0,2.9,231,30,793,800,2
1,0,4.5,1179,29,930,500,2
1,0,3.6,796,20,286,550,2
1,1,3.8,500,20,1437,1000,2
1,1,3.9,681,20,1274,800,2
1,0,3.8,207,20,237,700,2
1,0,4.0,532,20,610,800,2
1,0,4.2,421,20,604,700,2
1,0,3.9,319,20,1196,650,2
1,1,4.1,1025,20,1156,1000,2
1,1,3.6,225,20,286,700,2
0,1,4.0,200,13,383,700,2
1,1,4.0,739,20,296,800,2
0,0,3.8,149,20,1058,400,2
1,0,3.9,102,13,352,450,2
1,0,3.7,110,20,43,800,2
1,0,3.7,171,13,332,300,2
1,0,3.7,37,13,359,400,2
1,1,3.9,1227,20,116,900,2
0,0,3.9,124,13,446,500,2
1,0,2.8,335,20,1196,500,2
1,0,3.9,49,13,332,600,2
0,0,3.8,89,20,1196,550,2
1,0,2.7,425,20,1597,400,2
1,0,4.0,101,20,1079,500,2
